icon 0: {'type': 'text', 'bbox': [0.0717741921544075, 0.01984127052128315, 0.16370967030525208, 0.035353533923625946], 'interactivity': False, 'content': '09:57', 'source': 'box_ocr_content_ocr'}
icon 12: {'type': 'icon', 'bbox': [0.8708219528198242, 0.017988935112953186, 0.9369778633117676, 0.035101477056741714], 'interactivity': True, 'content': 'A number or date.', 'source': 'box_yolo_content_yolo'}
icon 13: {'type': 'icon', 'bbox': [0.7674106955528259, 0.017356550320982933, 0.8133127689361572, 0.03659248724579811], 'interactivity': True, 'content': 'Wi-Fi signal orWi-fi connectivity.', 'source': 'box_yolo_content_yolo'}
icon 14: {'type': 'icon', 'bbox': [0.7244710922241211, 0.92087322473526, 0.8403404951095581, 0.971770167350769], 'interactivity': True, 'content': 'A sticky note or note-taking application.', 'source': 'box_yolo_content_yolo'}
icon 15: {'type': 'icon', 'bbox': [0.7124840617179871, 0.01693929359316826, 0.7574083805084229, 0.03733384609222412], 'interactivity': True, 'content': 'A symbol or symbol related to a user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 16: {'type': 'icon', 'bbox': [0.8217272162437439, 0.0179595947265625, 0.8609511852264404, 0.03506594896316528], 'interactivity': True, 'content': 'Close or delete function.', 'source': 'box_yolo_content_yolo'}
icon 17: {'type': 'icon', 'bbox': [0.32263994216918945, 0.017616258934140205, 0.3658618927001953, 0.036993358284235], 'interactivity': True, 'content': 'A symbol or logo related to a messaging or social media application.', 'source': 'box_yolo_content_yolo'}
icon 18: {'type': 'icon', 'bbox': [0.27568191289901733, 0.017687367275357246, 0.31388792395591736, 0.03612567484378815], 'interactivity': True, 'content': 'A symbol or logo, possibly for a messaging app.', 'source': 'box_yolo_content_yolo'}
icon 19: {'type': 'icon', 'bbox': [0.703319251537323, 0.05538030341267586, 0.7804307341575623, 0.08966919779777527], 'interactivity': True, 'content': 'A dark, cloudy night or darkness.', 'source': 'box_yolo_content_yolo'}
icon 20: {'type': 'icon', 'bbox': [0.5944837927818298, 0.920884370803833, 0.7097492218017578, 0.9716314077377319], 'interactivity': True, 'content': 'a logo or logo related to a user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 21: {'type': 'icon', 'bbox': [0.6414021849632263, 0.7228067517280579, 0.790387749671936, 0.7481335401535034], 'interactivity': True, 'content': 'Adding a new item or element.', 'source': 'box_yolo_content_yolo'}
icon 22: {'type': 'icon', 'bbox': [0.8974179029464722, 0.05635561794042587, 0.9764444828033447, 0.09102094173431396], 'interactivity': True, 'content': 'a close or delete function.', 'source': 'box_yolo_content_yolo'}
icon 23: {'type': 'icon', 'bbox': [0.7077811360359192, 0.8776139616966248, 0.9159390330314636, 0.8945622444152832], 'interactivity': True, 'content': 'A line or line of text.', 'source': 'box_yolo_content_yolo'}
icon 24: {'type': 'icon', 'bbox': [0.2246345579624176, 0.01741766929626465, 0.26509514451026917, 0.036218512803316116], 'interactivity': True, 'content': 'A note or note-taking application.', 'source': 'box_yolo_content_yolo'}
icon 25: {'type': 'icon', 'bbox': [0.17359280586242676, 0.01736639440059662, 0.21615192294120789, 0.03602021187543869], 'interactivity': True, 'content': 'a notification or alert.', 'source': 'box_yolo_content_yolo'}
icon 26: {'type': 'icon', 'bbox': [0.4633220136165619, 0.7235009074211121, 0.6275273561477661, 0.748259425163269], 'interactivity': True, 'content': 'adding a new item or creating a new file.', 'source': 'box_yolo_content_yolo'}
icon 27: {'type': 'icon', 'bbox': [0.04630303382873535, 0.7469437718391418, 0.48080718517303467, 0.7726294994354248], 'interactivity': True, 'content': 'A tool or tool for adjusting the settings.', 'source': 'box_yolo_content_yolo'}
icon 28: {'type': 'icon', 'bbox': [0.04593762382864952, 0.6978570818901062, 0.4543759226799011, 0.7232845425605774], 'interactivity': True, 'content': 'A close-up or option to change the settings.', 'source': 'box_yolo_content_yolo'}
icon 29: {'type': 'icon', 'bbox': [0.0524141788482666, 0.7222700119018555, 0.4582301080226898, 0.7481704354286194], 'interactivity': True, 'content': 'A tool or tool for adjusting or changing settings.', 'source': 'box_yolo_content_yolo'}
icon 30: {'type': 'icon', 'bbox': [0.34570062160491943, 0.9251985549926758, 0.42863115668296814, 0.9703397154808044], 'interactivity': True, 'content': 'a user profile or account.', 'source': 'box_yolo_content_yolo'}
icon 31: {'type': 'icon', 'bbox': [0.534311830997467, 0.7731757164001465, 0.9713292121887207, 0.7987923622131348], 'interactivity': True, 'content': 'A file or document.', 'source': 'box_yolo_content_yolo'}
icon 32: {'type': 'icon', 'bbox': [0.22404223680496216, 0.7717717885971069, 0.5237085223197937, 0.796564519405365], 'interactivity': True, 'content': 'A tool for changing electrical lines or electrical components.', 'source': 'box_yolo_content_yolo'}
icon 33: {'type': 'icon', 'bbox': [0.6781877875328064, 0.7459250688552856, 0.9704571962356567, 0.7736320495605469], 'interactivity': True, 'content': 'A file or document.', 'source': 'box_yolo_content_yolo'}
icon 34: {'type': 'icon', 'bbox': [0.5031229853630066, 0.7473275065422058, 0.6808416247367859, 0.7711782455444336], 'interactivity': True, 'content': 'A switch or switch function.', 'source': 'box_yolo_content_yolo'}
